prefix	lane_number	seq_id	sample_id	population	data_type
352_S349_L001_R1_001	1	352	352	NC	pe
352_S349_L001_R2_001	1	352	352	NC	pe
352_S349_L002_R1_001	2	352	352	NC	pe
352_S349_L002_R2_001	2	352	352	NC	pe
353_S350_L001_R1_001	1	353	353	NC	pe
353_S350_L001_R2_001	1	353	353	NC	pe
353_S350_L002_R1_001	2	353	353	NC	pe
353_S350_L002_R2_001	2	353	353	NC	pe
354_S351_L001_R1_001	1	354	354	NC	pe
354_S351_L001_R2_001	1	354	354	NC	pe
354_S351_L002_R1_001	2	354	354	NC	pe
354_S351_L002_R2_001	2	354	354	NC	pe
355_S352_L001_R1_001	1	355	355	NC	pe
355_S352_L001_R2_001	1	355	355	NC	pe
355_S352_L002_R1_001	2	355	355	NC	pe
355_S352_L002_R2_001	2	355	355	NC	pe
356_S353_L001_R1_001	1	356	356	NC	pe
356_S353_L001_R2_001	1	356	356	NC	pe
356_S353_L002_R1_001	2	356	356	NC	pe
356_S353_L002_R2_001	2	356	356	NC	pe
357_S354_L001_R1_001	1	357	357	NC	pe
357_S354_L001_R2_001	1	357	357	NC	pe
357_S354_L002_R1_001	2	357	357	NC	pe
357_S354_L002_R2_001	2	357	357	NC	pe
358_S355_L001_R1_001	1	358	358	NC	pe
358_S355_L001_R2_001	1	358	358	NC	pe
358_S355_L002_R1_001	2	358	358	NC	pe
358_S355_L002_R2_001	2	358	358	NC	pe
359_S356_L001_R1_001	1	359	359	NC	pe
359_S356_L001_R2_001	1	359	359	NC	pe
359_S356_L002_R1_001	2	359	359	NC	pe
359_S356_L002_R2_001	2	359	359	NC	pe
35_S35_L001_R1_001	1	35	35	GA	pe
35_S35_L001_R2_001	1	35	35	GA	pe
35_S35_L002_R1_001	2	35	35	GA	pe
35_S35_L002_R2_001	2	35	35	GA	pe
360_S357_L001_R1_001	1	360	360	NC	pe
360_S357_L001_R2_001	1	360	360	NC	pe
360_S357_L002_R1_001	2	360	360	NC	pe
360_S357_L002_R2_001	2	360	360	NC	pe
361_S400_L001_R1_001	1	361	361	NC	pe
361_S400_L001_R2_001	1	361	361	NC	pe
361_S400_L002_R1_001	2	361	361	NC	pe
361_S400_L002_R2_001	2	361	361	NC	pe
362_S358_L001_R1_001	1	362	362	NC	pe
362_S358_L001_R2_001	1	362	362	NC	pe
362_S358_L002_R1_001	2	362	362	NC	pe
362_S358_L002_R2_001	2	362	362	NC	pe
363_S359_L001_R1_001	1	363	363	NC	pe
363_S359_L001_R2_001	1	363	363	NC	pe
363_S359_L002_R1_001	2	363	363	NC	pe
363_S359_L002_R2_001	2	363	363	NC	pe
364_S360_L001_R1_001	1	364	364	NC	pe
364_S360_L001_R2_001	1	364	364	NC	pe
364_S360_L002_R1_001	2	364	364	NC	pe
364_S360_L002_R2_001	2	364	364	NC	pe
365_S361_L001_R1_001	1	365	365	NC	pe
365_S361_L001_R2_001	1	365	365	NC	pe
365_S361_L002_R1_001	2	365	365	NC	pe
365_S361_L002_R2_001	2	365	365	NC	pe
366_S362_L001_R1_001	1	366	366	NC	pe
366_S362_L001_R2_001	1	366	366	NC	pe
366_S362_L002_R1_001	2	366	366	NC	pe
366_S362_L002_R2_001	2	366	366	NC	pe
367_S363_L001_R1_001	1	367	367	NC	pe
367_S363_L001_R2_001	1	367	367	NC	pe
367_S363_L002_R1_001	2	367	367	NC	pe
367_S363_L002_R2_001	2	367	367	NC	pe
368_S364_L001_R1_001	1	368	368	NC	pe
368_S364_L001_R2_001	1	368	368	NC	pe
368_S364_L002_R1_001	2	368	368	NC	pe
368_S364_L002_R2_001	2	368	368	NC	pe
369_S365_L001_R1_001	1	369	369	NC	pe
369_S365_L001_R2_001	1	369	369	NC	pe
369_S365_L002_R1_001	2	369	369	NC	pe
369_S365_L002_R2_001	2	369	369	NC	pe
36_S36_L001_R1_001	1	36	36	OB	pe
36_S36_L001_R2_001	1	36	36	OB	pe
36_S36_L002_R1_001	2	36	36	OB	pe
36_S36_L002_R2_001	2	36	36	OB	pe
370_S366_L001_R1_001	1	370	370	NC	pe
370_S366_L001_R2_001	1	370	370	NC	pe
370_S366_L002_R1_001	2	370	370	NC	pe
370_S366_L002_R2_001	2	370	370	NC	pe
371_S367_L001_R1_001	1	371	371	NC	pe
371_S367_L001_R2_001	1	371	371	NC	pe
371_S367_L002_R1_001	2	371	371	NC	pe
371_S367_L002_R2_001	2	371	371	NC	pe
372_S368_L001_R1_001	1	372	372	NC	pe
372_S368_L001_R2_001	1	372	372	NC	pe
372_S368_L002_R1_001	2	372	372	NC	pe
372_S368_L002_R2_001	2	372	372	NC	pe
373_S369_L001_R1_001	1	373	373	NC	pe
373_S369_L001_R2_001	1	373	373	NC	pe
373_S369_L002_R1_001	2	373	373	NC	pe
373_S369_L002_R2_001	2	373	373	NC	pe
374_S370_L001_R1_001	1	374	374	NC	pe
374_S370_L001_R2_001	1	374	374	NC	pe
374_S370_L002_R1_001	2	374	374	NC	pe
374_S370_L002_R2_001	2	374	374	NC	pe
375_S371_L001_R1_001	1	375	375	NC	pe
375_S371_L001_R2_001	1	375	375	NC	pe
375_S371_L002_R1_001	2	375	375	NC	pe
375_S371_L002_R2_001	2	375	375	NC	pe
376_S372_L001_R1_001	1	376	376	NC	pe
376_S372_L001_R2_001	1	376	376	NC	pe
376_S372_L002_R1_001	2	376	376	NC	pe
376_S372_L002_R2_001	2	376	376	NC	pe
377_S373_L001_R1_001	1	377	377	NC	pe
377_S373_L001_R2_001	1	377	377	NC	pe
377_S373_L002_R1_001	2	377	377	NC	pe
377_S373_L002_R2_001	2	377	377	NC	pe
378_S374_L001_R1_001	1	378	378	NC	pe
378_S374_L001_R2_001	1	378	378	NC	pe
378_S374_L002_R1_001	2	378	378	NC	pe
378_S374_L002_R2_001	2	378	378	NC	pe
379_S375_L001_R1_001	1	379	379	NC	pe
379_S375_L001_R2_001	1	379	379	NC	pe
379_S375_L002_R1_001	2	379	379	NC	pe
379_S375_L002_R2_001	2	379	379	NC	pe
37_S37_L001_R1_001	1	37	37	OB	pe
37_S37_L001_R2_001	1	37	37	OB	pe
37_S37_L002_R1_001	2	37	37	OB	pe
37_S37_L002_R2_001	2	37	37	OB	pe
380_S376_L001_R1_001	1	380	380	NC	pe
380_S376_L001_R2_001	1	380	380	NC	pe
380_S376_L002_R1_001	2	380	380	NC	pe
380_S376_L002_R2_001	2	380	380	NC	pe
381_S377_L001_R1_001	1	381	381	NC	pe
381_S377_L001_R2_001	1	381	381	NC	pe
381_S377_L002_R1_001	2	381	381	NC	pe
381_S377_L002_R2_001	2	381	381	NC	pe
382_S378_L001_R1_001	1	382	382	NC	pe
382_S378_L001_R2_001	1	382	382	NC	pe
382_S378_L002_R1_001	2	382	382	NC	pe
382_S378_L002_R2_001	2	382	382	NC	pe
383_S379_L001_R1_001	1	383	383	NC	pe
383_S379_L001_R2_001	1	383	383	NC	pe
383_S379_L002_R1_001	2	383	383	NC	pe
383_S379_L002_R2_001	2	383	383	NC	pe
384_S380_L001_R1_001	1	384	384	NC	pe
384_S380_L001_R2_001	1	384	384	NC	pe
384_S380_L002_R1_001	2	384	384	NC	pe
384_S380_L002_R2_001	2	384	384	NC	pe
385_S381_L001_R1_001	1	385	385	NC	pe
385_S381_L001_R2_001	1	385	385	NC	pe
385_S381_L002_R1_001	2	385	385	NC	pe
385_S381_L002_R2_001	2	385	385	NC	pe
386_S382_L001_R1_001	1	386	386	NC	pe
386_S382_L001_R2_001	1	386	386	NC	pe
386_S382_L002_R1_001	2	386	386	NC	pe
386_S382_L002_R2_001	2	386	386	NC	pe
387_S383_L001_R1_001	1	387	387	NC	pe
387_S383_L001_R2_001	1	387	387	NC	pe
387_S383_L002_R1_001	2	387	387	NC	pe
387_S383_L002_R2_001	2	387	387	NC	pe
388_S384_L001_R1_001	1	388	388	NC	pe
388_S384_L001_R2_001	1	388	388	NC	pe
388_S384_L002_R1_001	2	388	388	NC	pe
388_S384_L002_R2_001	2	388	388	NC	pe
389_S385_L001_R1_001	1	389	389	NC	pe
389_S385_L001_R2_001	1	389	389	NC	pe
389_S385_L002_R1_001	2	389	389	NC	pe
389_S385_L002_R2_001	2	389	389	NC	pe
38_S38_L001_R1_001	1	38	38	OB	pe
38_S38_L001_R2_001	1	38	38	OB	pe
38_S38_L002_R1_001	2	38	38	OB	pe
38_S38_L002_R2_001	2	38	38	OB	pe
390_S386_L001_R1_001	1	390	390	NC	pe
390_S386_L001_R2_001	1	390	390	NC	pe
390_S386_L002_R1_001	2	390	390	NC	pe
390_S386_L002_R2_001	2	390	390	NC	pe
391_S387_L001_R1_001	1	391	391	NC	pe
391_S387_L001_R2_001	1	391	391	NC	pe
391_S387_L002_R1_001	2	391	391	NC	pe
391_S387_L002_R2_001	2	391	391	NC	pe
392_S388_L001_R1_001	1	392	392	NC	pe
392_S388_L001_R2_001	1	392	392	NC	pe
392_S388_L002_R1_001	2	392	392	NC	pe
392_S388_L002_R2_001	2	392	392	NC	pe
393_S389_L001_R1_001	1	393	393	NC	pe
393_S389_L001_R2_001	1	393	393	NC	pe
393_S389_L002_R1_001	2	393	393	NC	pe
393_S389_L002_R2_001	2	393	393	NC	pe
394_S390_L001_R1_001	1	394	394	NC	pe
394_S390_L001_R2_001	1	394	394	NC	pe
394_S390_L002_R1_001	2	394	394	NC	pe
394_S390_L002_R2_001	2	394	394	NC	pe
395_S391_L001_R1_001	1	395	395	NC	pe
395_S391_L001_R2_001	1	395	395	NC	pe
395_S391_L002_R1_001	2	395	395	NC	pe
395_S391_L002_R2_001	2	395	395	NC	pe
396_S392_L001_R1_001	1	396	396	NC	pe
396_S392_L001_R2_001	1	396	396	NC	pe
396_S392_L002_R1_001	2	396	396	NC	pe
396_S392_L002_R2_001	2	396	396	NC	pe
397_S393_L001_R1_001	1	397	397	NC	pe
397_S393_L001_R2_001	1	397	397	NC	pe
397_S393_L002_R1_001	2	397	397	NC	pe
397_S393_L002_R2_001	2	397	397	NC	pe
398_S394_L001_R1_001	1	398	398	NC	pe
398_S394_L001_R2_001	1	398	398	NC	pe
398_S394_L002_R1_001	2	398	398	NC	pe
398_S394_L002_R2_001	2	398	398	NC	pe
399_S395_L001_R1_001	1	399	399	NC	pe
399_S395_L001_R2_001	1	399	399	NC	pe
399_S395_L002_R1_001	2	399	399	NC	pe
399_S395_L002_R2_001	2	399	399	NC	pe
39_S39_L001_R1_001	1	39	39	OB	pe
39_S39_L001_R2_001	1	39	39	OB	pe
39_S39_L002_R1_001	2	39	39	OB	pe
39_S39_L002_R2_001	2	39	39	OB	pe
3_S3_L001_R1_001	1	3	3	GA	pe
3_S3_L001_R2_001	1	3	3	GA	pe
3_S3_L002_R1_001	2	3	3	GA	pe
3_S3_L002_R2_001	2	3	3	GA	pe
400_S396_L001_R1_001	1	400	400	NC	pe
400_S396_L001_R2_001	1	400	400	NC	pe
400_S396_L002_R1_001	2	400	400	NC	pe
400_S396_L002_R2_001	2	400	400	NC	pe
40_S40_L001_R1_001	1	40	40	OB	pe
40_S40_L001_R2_001	1	40	40	OB	pe
40_S40_L002_R1_001	2	40	40	OB	pe
40_S40_L002_R2_001	2	40	40	OB	pe
41_S41_L001_R1_001	1	41	41	OB	pe
41_S41_L001_R2_001	1	41	41	OB	pe
41_S41_L002_R1_001	2	41	41	OB	pe
41_S41_L002_R2_001	2	41	41	OB	pe
42_S42_L001_R1_001	1	42	42	OB	pe
42_S42_L001_R2_001	1	42	42	OB	pe
42_S42_L002_R1_001	2	42	42	OB	pe
42_S42_L002_R2_001	2	42	42	OB	pe
43_S43_L001_R1_001	1	43	43	OB	pe
43_S43_L001_R2_001	1	43	43	OB	pe
43_S43_L002_R1_001	2	43	43	OB	pe
43_S43_L002_R2_001	2	43	43	OB	pe
44_S44_L001_R1_001	1	44	44	OB	pe
44_S44_L001_R2_001	1	44	44	OB	pe
44_S44_L002_R1_001	2	44	44	OB	pe
44_S44_L002_R2_001	2	44	44	OB	pe
45_S45_L001_R1_001	1	45	45	OB	pe
45_S45_L001_R2_001	1	45	45	OB	pe
45_S45_L002_R1_001	2	45	45	OB	pe
45_S45_L002_R2_001	2	45	45	OB	pe
46_S46_L001_R1_001	1	46	46	OB	pe
46_S46_L001_R2_001	1	46	46	OB	pe
46_S46_L002_R1_001	2	46	46	OB	pe
46_S46_L002_R2_001	2	46	46	OB	pe
47_S47_L001_R1_001	1	47	47	OB	pe
47_S47_L001_R2_001	1	47	47	OB	pe
47_S47_L002_R1_001	2	47	47	OB	pe
47_S47_L002_R2_001	2	47	47	OB	pe
48_S48_L001_R1_001	1	48	48	OB	pe
48_S48_L001_R2_001	1	48	48	OB	pe
48_S48_L002_R1_001	2	48	48	OB	pe
48_S48_L002_R2_001	2	48	48	OB	pe
49_S49_L001_R1_001	1	49	49	OB	pe
49_S49_L001_R2_001	1	49	49	OB	pe
49_S49_L002_R1_001	2	49	49	OB	pe
49_S49_L002_R2_001	2	49	49	OB	pe
4_S4_L001_R1_001	1	4	4	GA	pe
4_S4_L001_R2_001	1	4	4	GA	pe
4_S4_L002_R1_001	2	4	4	GA	pe
4_S4_L002_R2_001	2	4	4	GA	pe
50_S50_L001_R1_001	1	50	50	OB	pe
50_S50_L001_R2_001	1	50	50	OB	pe
50_S50_L002_R1_001	2	50	50	OB	pe
50_S50_L002_R2_001	2	50	50	OB	pe
51_S51_L001_R1_001	1	51	51	OB	pe
51_S51_L001_R2_001	1	51	51	OB	pe
51_S51_L002_R1_001	2	51	51	OB	pe
51_S51_L002_R2_001	2	51	51	OB	pe
52_S52_L001_R1_001	1	52	52	OB	pe
52_S52_L001_R2_001	1	52	52	OB	pe
52_S52_L002_R1_001	2	52	52	OB	pe
52_S52_L002_R2_001	2	52	52	OB	pe
53_S53_L001_R1_001	1	53	53	OB	pe
53_S53_L001_R2_001	1	53	53	OB	pe
53_S53_L002_R1_001	2	53	53	OB	pe
53_S53_L002_R2_001	2	53	53	OB	pe
54_S54_L001_R1_001	1	54	54	OB	pe
54_S54_L001_R2_001	1	54	54	OB	pe
54_S54_L002_R1_001	2	54	54	OB	pe
54_S54_L002_R2_001	2	54	54	OB	pe
55_S55_L001_R1_001	1	55	55	OB	pe
55_S55_L001_R2_001	1	55	55	OB	pe
55_S55_L002_R1_001	2	55	55	OB	pe
55_S55_L002_R2_001	2	55	55	OB	pe
56_S56_L001_R1_001	1	56	56	OB	pe
56_S56_L001_R2_001	1	56	56	OB	pe
56_S56_L002_R1_001	2	56	56	OB	pe
56_S56_L002_R2_001	2	56	56	OB	pe
57_S57_L001_R1_001	1	57	57	OB	pe
57_S57_L001_R2_001	1	57	57	OB	pe
57_S57_L002_R1_001	2	57	57	OB	pe
57_S57_L002_R2_001	2	57	57	OB	pe
58_S58_L001_R1_001	1	58	58	OB	pe
58_S58_L001_R2_001	1	58	58	OB	pe
58_S58_L002_R1_001	2	58	58	OB	pe
58_S58_L002_R2_001	2	58	58	OB	pe
59_S59_L001_R1_001	1	59	59	OB	pe
59_S59_L001_R2_001	1	59	59	OB	pe
59_S59_L002_R1_001	2	59	59	OB	pe
59_S59_L002_R2_001	2	59	59	OB	pe
5_S5_L001_R1_001	1	5	5	GA	pe
5_S5_L001_R2_001	1	5	5	GA	pe
5_S5_L002_R1_001	2	5	5	GA	pe
5_S5_L002_R2_001	2	5	5	GA	pe
60_S60_L001_R1_001	1	60	60	OB	pe
60_S60_L001_R2_001	1	60	60	OB	pe
60_S60_L002_R1_001	2	60	60	OB	pe
60_S60_L002_R2_001	2	60	60	OB	pe
61_S61_L001_R1_001	1	61	61	OB	pe
61_S61_L001_R2_001	1	61	61	OB	pe
61_S61_L002_R1_001	2	61	61	OB	pe
61_S61_L002_R2_001	2	61	61	OB	pe
62_S62_L001_R1_001	1	62	62	OB	pe
62_S62_L001_R2_001	1	62	62	OB	pe
62_S62_L002_R1_001	2	62	62	OB	pe
62_S62_L002_R2_001	2	62	62	OB	pe
63_S63_L001_R1_001	1	63	63	OB	pe
63_S63_L001_R2_001	1	63	63	OB	pe
63_S63_L002_R1_001	2	63	63	OB	pe
63_S63_L002_R2_001	2	63	63	OB	pe
64_S64_L001_R1_001	1	64	64	OB	pe
64_S64_L001_R2_001	1	64	64	OB	pe
64_S64_L002_R1_001	2	64	64	OB	pe
64_S64_L002_R2_001	2	64	64	OB	pe
65_S65_L001_R1_001	1	65	65	OB	pe
65_S65_L001_R2_001	1	65	65	OB	pe
65_S65_L002_R1_001	2	65	65	OB	pe
65_S65_L002_R2_001	2	65	65	OB	pe
66_S66_L001_R1_001	1	66	66	OB	pe
66_S66_L001_R2_001	1	66	66	OB	pe
66_S66_L002_R1_001	2	66	66	OB	pe
66_S66_L002_R2_001	2	66	66	OB	pe
67_S67_L001_R1_001	1	67	67	OB	pe
67_S67_L001_R2_001	1	67	67	OB	pe
67_S67_L002_R1_001	2	67	67	OB	pe
67_S67_L002_R2_001	2	67	67	OB	pe
68_S68_L001_R1_001	1	68	68	OB	pe
68_S68_L001_R2_001	1	68	68	OB	pe
68_S68_L002_R1_001	2	68	68	OB	pe
68_S68_L002_R2_001	2	68	68	OB	pe
69_S69_L001_R1_001	1	69	69	OB	pe
69_S69_L001_R2_001	1	69	69	OB	pe
69_S69_L002_R1_001	2	69	69	OB	pe
69_S69_L002_R2_001	2	69	69	OB	pe
6_S6_L001_R1_001	1	6	6	GA	pe
6_S6_L001_R2_001	1	6	6	GA	pe
6_S6_L002_R1_001	2	6	6	GA	pe
6_S6_L002_R2_001	2	6	6	GA	pe
70_S70_L001_R1_001	1	70	70	OB	pe
70_S70_L001_R2_001	1	70	70	OB	pe
70_S70_L002_R1_001	2	70	70	OB	pe
70_S70_L002_R2_001	2	70	70	OB	pe
71_S71_L001_R1_001	1	71	71	LB	pe
71_S71_L001_R2_001	1	71	71	LB	pe
71_S71_L002_R1_001	2	71	71	LB	pe
71_S71_L002_R2_001	2	71	71	LB	pe
72_S72_L001_R1_001	1	72	72	LB	pe
72_S72_L001_R2_001	1	72	72	LB	pe
72_S72_L002_R1_001	2	72	72	LB	pe
72_S72_L002_R2_001	2	72	72	LB	pe
73_S73_L001_R1_001	1	73	73	LB	pe
73_S73_L001_R2_001	1	73	73	LB	pe
73_S73_L002_R1_001	2	73	73	LB	pe
73_S73_L002_R2_001	2	73	73	LB	pe
74_S74_L001_R1_001	1	74	74	LB	pe
74_S74_L001_R2_001	1	74	74	LB	pe
74_S74_L002_R1_001	2	74	74	LB	pe
74_S74_L002_R2_001	2	74	74	LB	pe
75_S75_L001_R1_001	1	75	75	LB	pe
75_S75_L001_R2_001	1	75	75	LB	pe
75_S75_L002_R1_001	2	75	75	LB	pe
75_S75_L002_R2_001	2	75	75	LB	pe
76_S76_L001_R1_001	1	76	76	LB	pe
76_S76_L001_R2_001	1	76	76	LB	pe
76_S76_L002_R1_001	2	76	76	LB	pe
76_S76_L002_R2_001	2	76	76	LB	pe
77_S77_L001_R1_001	1	77	77	LB	pe
77_S77_L001_R2_001	1	77	77	LB	pe
77_S77_L002_R1_001	2	77	77	LB	pe
77_S77_L002_R2_001	2	77	77	LB	pe
78_S78_L001_R1_001	1	78	78	LB	pe
78_S78_L001_R2_001	1	78	78	LB	pe
78_S78_L002_R1_001	2	78	78	LB	pe
78_S78_L002_R2_001	2	78	78	LB	pe
79_S79_L001_R1_001	1	79	79	LB	pe
79_S79_L001_R2_001	1	79	79	LB	pe
79_S79_L002_R1_001	2	79	79	LB	pe
79_S79_L002_R2_001	2	79	79	LB	pe
7_S7_L001_R1_001	1	7	7	GA	pe
7_S7_L001_R2_001	1	7	7	GA	pe
7_S7_L002_R1_001	2	7	7	GA	pe
7_S7_L002_R2_001	2	7	7	GA	pe
80_S80_L001_R1_001	1	80	80	LB	pe
80_S80_L001_R2_001	1	80	80	LB	pe
80_S80_L002_R1_001	2	80	80	LB	pe
80_S80_L002_R2_001	2	80	80	LB	pe
81_S81_L001_R1_001	1	81	81	LB	pe
81_S81_L001_R2_001	1	81	81	LB	pe
81_S81_L002_R1_001	2	81	81	LB	pe
81_S81_L002_R2_001	2	81	81	LB	pe
82_S82_L001_R1_001	1	82	82	LB	pe
82_S82_L001_R2_001	1	82	82	LB	pe
82_S82_L002_R1_001	2	82	82	LB	pe
82_S82_L002_R2_001	2	82	82	LB	pe
83_S83_L001_R1_001	1	83	83	LB	pe
83_S83_L001_R2_001	1	83	83	LB	pe
83_S83_L002_R1_001	2	83	83	LB	pe
83_S83_L002_R2_001	2	83	83	LB	pe
84_S84_L001_R1_001	1	84	84	LB	pe
84_S84_L001_R2_001	1	84	84	LB	pe
84_S84_L002_R1_001	2	84	84	LB	pe
84_S84_L002_R2_001	2	84	84	LB	pe
85_S85_L001_R1_001	1	85	85	LB	pe
85_S85_L001_R2_001	1	85	85	LB	pe
85_S85_L002_R1_001	2	85	85	LB	pe
85_S85_L002_R2_001	2	85	85	LB	pe
86_S86_L001_R1_001	1	86	86	LB	pe
86_S86_L001_R2_001	1	86	86	LB	pe
86_S86_L002_R1_001	2	86	86	LB	pe
86_S86_L002_R2_001	2	86	86	LB	pe
87_S87_L001_R1_001	1	87	87	LB	pe
87_S87_L001_R2_001	1	87	87	LB	pe
87_S87_L002_R1_001	2	87	87	LB	pe
87_S87_L002_R2_001	2	87	87	LB	pe
88_S88_L001_R1_001	1	88	88	LB	pe
88_S88_L001_R2_001	1	88	88	LB	pe
88_S88_L002_R1_001	2	88	88	LB	pe
88_S88_L002_R2_001	2	88	88	LB	pe
89_S89_L001_R1_001	1	89	89	LB	pe
89_S89_L001_R2_001	1	89	89	LB	pe
89_S89_L002_R1_001	2	89	89	LB	pe
89_S89_L002_R2_001	2	89	89	LB	pe
8_S8_L001_R1_001	1	8	8	GA	pe
8_S8_L001_R2_001	1	8	8	GA	pe
8_S8_L002_R1_001	2	8	8	GA	pe
8_S8_L002_R2_001	2	8	8	GA	pe
90_S90_L001_R1_001	1	90	90	LB	pe
90_S90_L001_R2_001	1	90	90	LB	pe
90_S90_L002_R1_001	2	90	90	LB	pe
90_S90_L002_R2_001	2	90	90	LB	pe
91_S91_L001_R1_001	1	91	91	LB	pe
91_S91_L001_R2_001	1	91	91	LB	pe
91_S91_L002_R1_001	2	91	91	LB	pe
91_S91_L002_R2_001	2	91	91	LB	pe
92_S92_L001_R1_001	1	92	92	LB	pe
92_S92_L001_R2_001	1	92	92	LB	pe
92_S92_L002_R1_001	2	92	92	LB	pe
92_S92_L002_R2_001	2	92	92	LB	pe
93_S93_L001_R1_001	1	93	93	LB	pe
93_S93_L001_R2_001	1	93	93	LB	pe
93_S93_L002_R1_001	2	93	93	LB	pe
93_S93_L002_R2_001	2	93	93	LB	pe
94_S94_L001_R1_001	1	94	94	LB	pe
94_S94_L001_R2_001	1	94	94	LB	pe
94_S94_L002_R1_001	2	94	94	LB	pe
94_S94_L002_R2_001	2	94	94	LB	pe
95_S95_L001_R1_001	1	95	95	LB	pe
95_S95_L001_R2_001	1	95	95	LB	pe
95_S95_L002_R1_001	2	95	95	LB	pe
95_S95_L002_R2_001	2	95	95	LB	pe
96_S397_L001_R1_001	1	96	96	LB	pe
96_S397_L001_R2_001	1	96	96	LB	pe
96_S397_L002_R1_001	2	96	96	LB	pe
96_S397_L002_R2_001	2	96	96	LB	pe
97_S96_L001_R1_001	1	97	97	LB	pe
97_S96_L001_R2_001	1	97	97	LB	pe
97_S96_L002_R1_001	2	97	97	LB	pe
97_S96_L002_R2_001	2	97	97	LB	pe
98_S97_L001_R1_001	1	98	98	LB	pe
98_S97_L001_R2_001	1	98	98	LB	pe
98_S97_L002_R1_001	2	98	98	LB	pe
98_S97_L002_R2_001	2	98	98	LB	pe
99_S98_L001_R1_001	1	99	99	LB	pe
99_S98_L001_R2_001	1	99	99	LB	pe
99_S98_L002_R1_001	2	99	99	LB	pe
99_S98_L002_R2_001	2	99	99	LB	pe
9_S9_L001_R1_001	1	9	9	GA	pe
9_S9_L001_R2_001	1	9	9	GA	pe
9_S9_L002_R1_001	2	9	9	GA	pe
9_S9_L002_R2_001	2	9	9	GA	pe
100_S99_L003_R1_001	3	100	100	LB	pe
100_S99_L003_R2_001	3	100	100	LB	pe
101_S100_L003_R1_001	3	101	101	LB	pe
101_S100_L003_R2_001	3	101	101	LB	pe
102_S101_L003_R1_001	3	102	102	LB	pe
102_S101_L003_R2_001	3	102	102	LB	pe
103_S102_L003_R1_001	3	103	103	FL	pe
103_S102_L003_R2_001	3	103	103	FL	pe
104_S103_L003_R1_001	3	104	104	FL	pe
104_S103_L003_R2_001	3	104	104	FL	pe
105_S104_L003_R1_001	3	105	105	FL	pe
105_S104_L003_R2_001	3	105	105	FL	pe
106_S105_L003_R1_001	3	106	106	FL	pe
106_S105_L003_R2_001	3	106	106	FL	pe
107_S106_L003_R1_001	3	107	107	FL	pe
107_S106_L003_R2_001	3	107	107	FL	pe
108_S107_L003_R1_001	3	108	108	FL	pe
108_S107_L003_R2_001	3	108	108	FL	pe
109_S108_L003_R1_001	3	109	109	FL	pe
109_S108_L003_R2_001	3	109	109	FL	pe
10_S10_L003_R1_001	3	10	10	GA	pe
10_S10_L003_R2_001	3	10	10	GA	pe
110_S109_L003_R1_001	3	110	110	FL	pe
110_S109_L003_R2_001	3	110	110	FL	pe
111_S110_L003_R1_001	3	111	111	FL	pe
111_S110_L003_R2_001	3	111	111	FL	pe
112_S111_L003_R1_001	3	112	112	FL	pe
112_S111_L003_R2_001	3	112	112	FL	pe
113_S112_L003_R1_001	3	113	113	FL	pe
113_S112_L003_R2_001	3	113	113	FL	pe
114_S113_L003_R1_001	3	114	114	FL	pe
114_S113_L003_R2_001	3	114	114	FL	pe
115_S114_L003_R1_001	3	115	115	FL	pe
115_S114_L003_R2_001	3	115	115	FL	pe
116_S115_L003_R1_001	3	116	116	FL	pe
116_S115_L003_R2_001	3	116	116	FL	pe
117_S116_L003_R1_001	3	117	117	FL	pe
117_S116_L003_R2_001	3	117	117	FL	pe
118_S117_L003_R1_001	3	118	118	FL	pe
118_S117_L003_R2_001	3	118	118	FL	pe
119_S118_L003_R1_001	3	119	119	FL	pe
119_S118_L003_R2_001	3	119	119	FL	pe
11_S11_L003_R1_001	3	11	11	GA	pe
11_S11_L003_R2_001	3	11	11	GA	pe
120_S119_L003_R1_001	3	120	120	FL	pe
120_S119_L003_R2_001	3	120	120	FL	pe
121_S120_L003_R1_001	3	121	121	FL	pe
121_S120_L003_R2_001	3	121	121	FL	pe
122_S121_L003_R1_001	3	122	122	FL	pe
122_S121_L003_R2_001	3	122	122	FL	pe
123_S122_L003_R1_001	3	123	123	FL	pe
123_S122_L003_R2_001	3	123	123	FL	pe
124_S123_L003_R1_001	3	124	124	FL	pe
124_S123_L003_R2_001	3	124	124	FL	pe
125_S124_L003_R1_001	3	125	125	FL	pe
125_S124_L003_R2_001	3	125	125	FL	pe
126_S125_L003_R1_001	3	126	126	FL	pe
126_S125_L003_R2_001	3	126	126	FL	pe
127_S126_L003_R1_001	3	127	127	FL	pe
127_S126_L003_R2_001	3	127	127	FL	pe
128_S127_L003_R1_001	3	128	128	FL	pe
128_S127_L003_R2_001	3	128	128	FL	pe
129_S128_L003_R1_001	3	129	129	FL	pe
129_S128_L003_R2_001	3	129	129	FL	pe
12_S12_L003_R1_001	3	12	12	GA	pe
12_S12_L003_R2_001	3	12	12	GA	pe
130_S129_L003_R1_001	3	130	130	FL	pe
130_S129_L003_R2_001	3	130	130	FL	pe
131_S130_L003_R1_001	3	131	131	FL	pe
131_S130_L003_R2_001	3	131	131	FL	pe
132_S131_L003_R1_001	3	132	132	FL	pe
132_S131_L003_R2_001	3	132	132	FL	pe
133_S132_L003_R1_001	3	133	133	FL	pe
133_S132_L003_R2_001	3	133	133	FL	pe
134_S133_L003_R1_001	3	134	134	FL	pe
